-181.327, -1.988, 9.849, 18.694
-181.326, -2.318, 9.888, 18.727
-181.325, -2.648, 9.913, 18.760
-181.324, -2.978, 9.925, 18.793
-181.323, -3.309, 9.935, 18.826
-181.322, -3.641, 9.955, 18.859
-181.321, -3.973, 9.987, 18.892
-181.320, -4.307, 10.029, 18.925
-181.319, -4.643, 10.079, 18.958
-181.318, -4.981, 10.134, 18.991
-181.317, -5.320, 10.183, 19.024
-181.316, -5.660, 10.219, 19.057
-181.315, -6.001, 10.239, 19.090
-181.314, -6.343, 10.251, 19.123
-181.313, -6.685, 10.264, 19.156
-181.312, -7.027, 10.288, 19.189
-181.311, -7.371, 10.322, 19.222
-181.310, -7.716, 10.366, 19.255
-181.308, -8.063, 10.417, 19.288
-181.307, -8.412, 10.470, 19.321
-181.306, -8.762, 10.517, 19.354
-181.305, -9.114, 10.552, 19.387
-181.304, -9.466, 10.575, 19.420
-181.303, -9.819, 10.591, 19.453
-181.302, -10.172, 10.609, 19.486
-181.301, -10.526, 10.638, 19.519
-181.299, -10.882, 10.677, 19.552
-181.298, -11.239, 10.724, 19.585
-181.297, -11.598, 10.776, 19.618
-181.296, -11.959, 10.828, 19.651
-181.295, -12.321, 10.871, 19.684
-181.293, -12.684, 10.902, 19.717
-181.292, -13.048, 10.922, 19.750
-181.291, -13.412, 10.939, 19.783
-181.290, -13.777, 10.962, 19.816
-181.288, -14.144, 10.996, 19.849
-181.287, -14.511, 11.038, 19.882
-181.286, -14.880, 11.086, 19.915
-181.285, -15.251, 11.140, 19.948
-181.283, -15.624, 11.190, 19.981
-181.282, -15.998, 11.232, 20.014
-181.281, -16.373, 11.262, 20.047
-181.279, -16.749, 11.283, 20.080
-181.278, -17.126, 11.303, 20.113
-181.277, -17.503, 11.332, 20.146
-181.275, -17.882, 11.369, 20.179
-181.274, -18.262, 11.414, 20.212
-181.273, -18.644, 11.465, 20.245
-181.271, -19.027, 11.518, 20.278
-181.270, -19.413, 11.566, 20.311
-181.268, -19.799, 11.605, 20.344
-181.267, -20.187, 11.634, 20.377
-181.265, -20.575, 11.658, 20.410
-181.264, -20.964, 11.683, 20.443
-181.262, -21.354, 11.717, 20.476
-181.261, -21.746, 11.758, 20.509
-181.259, -22.139, 11.806, 20.542
-181.258, -22.534, 11.859, 20.575
-181.256, -22.931, 11.911, 20.608
-181.255, -23.329, 11.957, 20.641
-181.253, -23.729, 11.993, 20.674
-181.252, -24.129, 12.021, 20.707
-181.250, -24.530, 12.046, 20.740
-181.249, -24.933, 12.076, 20.773
-181.247, -25.336, 12.114, 20.806
-181.245, -25.741, 12.159, 20.839
-181.244, -26.148, 12.209, 20.872
-181.242, -26.556, 12.263, 20.905
-181.240, -26.966, 12.314, 20.938
-181.239, -27.378, 12.358, 20.971
-181.237, -27.791, 12.393, 21.004
-181.235, -28.204, 12.422, 21.037
-181.233, -28.619, 12.451, 21.070
-181.232, -29.035, 12.486, 21.103
-181.230, -29.452, 12.528, 21.136
-181.228, -29.871, 12.575, 21.169
-181.226, -30.292, 12.628, 21.202
-181.225, -30.714, 12.681, 21.235
-181.223, -31.138, 12.730, 21.268
-181.221, -31.563, 12.772, 21.301
-181.219, -31.990, 12.806, 21.334
-181.217, -32.418, 12.837, 21.367
-181.215, -32.846, 12.870, 21.400
-181.213, -33.276, 12.910, 21.433
-181.212, -33.708, 12.956, 21.466
-181.210, -34.141, 13.007, 21.499
-181.208, -34.576, 13.061, 21.532
-181.206, -35.013, 13.114, 21.565
-181.204, -35.451, 13.161, 21.598
-181.202, -35.891, 13.200, 21.631
-181.200, -36.332, 13.234, 21.664
-181.198, -36.773, 13.267, 21.697
-181.196, -37.217, 13.305, 21.730
-181.194, -37.661, 13.349, 21.763
-181.192, -38.107, 13.398, 21.796
-181.189, -38.555, 13.452, 21.829
-181.187, -39.005, 13.507, 21.862
-181.185, -39.457, 13.559, 21.895
-181.183, -39.910, 13.604, 21.928
-181.181, -40.364, 13.643, 21.961
-181.179, -40.820, 13.678, 21.994
-181.177, -41.277, 13.714, 22.027
-181.174, -41.735, 13.756, 22.060
-181.172, -42.195, 13.803, 22.093
-181.170, -42.656, 13.854, 22.126
-181.168, -43.119, 13.909, 22.159
-181.165, -43.584, 13.964, 22.192
-181.163, -44.051, 14.016, 22.225
-181.161, -44.520, 14.061, 22.258
-181.159, -44.989, 14.101, 22.291
-181.156, -45.460, 14.139, 22.324
-181.154, -45.933, 14.179, 22.357
-181.152, -46.406, 14.225, 22.390
-181.149, -46.882, 14.275, 22.423
-181.147, -47.359, 14.328, 22.456
-181.144, -47.838, 14.384, 22.489
-181.142, -48.319, 14.439, 22.522
-181.139, -48.802, 14.490, 22.555
-181.137, -49.286, 14.535, 22.588
-181.134, -49.771, 14.576, 22.621
-181.132, -50.258, 14.617, 22.654
-181.129, -50.746, 14.661, 22.687
-181.127, -51.236, 14.710, 22.720
-181.124, -51.728, 14.763, 22.753
-181.122, -52.222, 14.819, 22.786
-181.119, -52.717, 14.876, 22.819
-181.116, -53.214, 14.930, 22.852
-181.114, -53.713, 14.980, 22.885
-181.111, -54.214, 15.025, 22.918
-181.108, -54.716, 15.067, 22.951
-181.106, -55.219, 15.111, 22.984
-181.103, -55.724, 15.159, 23.017
